,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
7436,43,1,0,1,-1,1,0,1,5,5,618,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,1
7437,39,9,1,6,-1,1,0,1,5,5,407,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7438,32,9,2,6,0,1,0,1,5,5,160,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7439,45,1,0,3,0,0,0,1,5,5,171,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7440,29,9,1,5,0,0,0,1,5,5,210,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7441,36,3,1,4,0,1,1,1,5,5,135,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7442,35,1,0,3,0,1,0,1,5,5,461,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7443,25,1,1,3,-1,1,0,1,5,5,763,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,1
7444,27,0,2,4,-1,0,0,1,5,5,682,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,1
7445,40,0,1,4,0,0,0,1,5,5,171,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7446,46,3,1,1,0,0,0,1,5,5,68,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7447,30,7,2,5,0,1,0,1,5,5,120,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7448,52,1,2,-1,-1,0,0,1,5,5,67,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7449,36,0,1,4,0,0,0,1,5,5,381,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7450,32,1,1,5,0,0,0,1,5,5,278,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7451,43,1,1,1,-1,0,1,1,5,5,126,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7452,26,1,2,3,0,1,0,1,5,5,149,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7453,56,9,1,1,-1,0,0,1,5,5,95,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7454,32,1,1,3,0,0,0,1,5,5,197,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7455,43,1,1,1,-1,1,0,1,5,5,38,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7456,40,4,0,6,-1,1,1,1,5,5,201,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7457,30,1,1,1,-1,1,0,1,5,5,176,4,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7458,26,0,1,4,0,1,0,1,5,5,61,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7459,42,10,0,4,0,0,0,1,5,5,275,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7460,32,1,1,1,0,0,0,1,5,5,201,4,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7461,33,0,1,6,0,0,0,1,5,5,724,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7462,42,1,1,3,-1,1,0,1,5,5,143,4,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7463,43,0,1,6,0,0,0,1,5,5,197,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7464,26,0,2,4,0,0,1,1,5,5,143,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7465,41,1,1,1,0,1,0,1,5,5,153,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7466,39,9,1,5,0,0,0,1,5,5,197,12,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7467,26,7,2,-1,0,1,0,1,5,5,536,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7468,48,1,1,5,0,0,0,1,5,5,120,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7469,47,1,1,2,-1,1,0,1,5,5,604,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,1
7470,41,0,1,6,0,0,0,1,5,5,254,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7471,37,1,2,3,-1,0,0,1,5,5,121,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7472,60,0,1,4,0,1,0,1,5,5,118,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7473,24,9,2,5,-1,1,1,1,5,5,447,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7474,52,7,1,4,-1,-1,-1,1,5,5,854,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,1
7475,44,1,1,1,0,1,0,1,5,5,151,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7476,30,7,1,4,0,1,1,1,5,5,114,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7477,50,9,1,5,0,1,0,1,5,5,855,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,1
7478,30,1,1,3,-1,0,0,1,5,5,115,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7479,30,7,1,4,0,0,0,1,5,5,274,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7480,35,1,1,-1,0,0,0,1,5,5,100,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7481,27,7,2,4,0,0,0,1,5,5,156,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7482,53,9,1,5,-1,1,0,1,5,5,153,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7483,53,9,1,5,-1,1,0,1,5,5,264,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7484,57,7,0,4,0,0,0,1,5,5,251,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7485,31,7,1,4,0,0,0,1,5,5,1269,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,1
7486,25,0,2,-1,0,0,0,1,5,5,48,4,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7487,44,9,1,5,-1,0,0,1,5,5,119,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7488,47,0,2,6,0,0,0,1,5,5,104,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7489,28,9,2,5,0,1,0,1,5,5,65,13,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7490,44,9,1,4,0,0,0,1,5,5,75,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7491,46,1,0,1,0,1,0,1,5,5,157,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7492,38,1,2,3,-1,1,0,1,5,5,565,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7493,29,0,1,6,0,0,0,1,5,5,165,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7494,46,10,0,3,0,0,0,1,5,5,314,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7495,41,0,0,4,0,1,0,1,5,5,109,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7496,38,1,2,3,0,1,0,1,5,5,219,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7497,25,0,2,-1,0,0,0,1,5,5,60,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7498,24,1,1,3,-1,1,0,1,5,5,385,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7499,30,0,1,-1,0,1,0,1,5,5,96,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7500,37,0,1,4,0,0,0,1,5,5,868,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7501,60,1,1,1,-1,1,0,1,5,5,161,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7502,38,9,1,5,0,0,0,1,5,5,448,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7503,33,0,1,-1,0,-1,-1,1,5,5,137,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7504,47,0,1,6,-1,1,0,1,5,5,155,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7505,45,-1,1,-1,0,0,0,1,5,5,633,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7506,55,9,1,6,0,0,0,1,5,5,58,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7507,31,1,1,3,0,1,0,1,5,5,127,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7508,37,0,0,4,-1,0,0,1,5,5,99,8,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7509,46,9,1,6,0,1,0,1,5,5,170,4,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7510,39,0,1,6,0,0,0,1,5,5,208,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7511,30,1,1,-1,-1,1,1,1,5,5,129,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7512,46,4,1,3,0,0,0,1,5,5,134,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7513,43,0,1,6,0,0,0,1,5,5,129,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7514,28,9,2,4,0,0,0,1,5,5,184,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7515,53,6,1,6,0,0,0,1,5,5,371,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7516,54,7,1,-1,0,0,0,1,5,5,270,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7517,28,7,2,4,0,0,0,1,5,5,145,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7518,33,9,1,4,0,1,0,1,5,5,136,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7519,36,10,1,3,0,0,0,1,5,5,363,8,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7520,38,1,1,-1,0,1,0,1,5,5,63,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7521,59,2,0,4,0,0,0,1,5,5,143,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7522,36,1,2,2,0,1,0,1,5,5,56,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7523,43,1,1,3,-1,1,0,1,5,5,226,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7524,49,1,1,1,-1,1,1,1,5,5,35,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7525,36,1,1,3,0,0,1,1,5,5,298,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7526,47,6,1,-1,-1,1,0,1,5,5,158,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7527,32,0,2,6,0,0,0,1,5,5,47,8,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7528,49,6,2,3,0,1,1,1,5,5,827,5,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7529,34,0,1,6,0,0,0,1,5,5,83,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7530,37,0,2,6,0,0,1,1,5,5,570,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7531,41,0,1,5,-1,1,0,1,5,5,72,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7532,23,7,2,4,0,0,0,1,5,5,557,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7533,26,9,1,5,0,0,0,1,5,5,59,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7534,54,0,1,1,-1,-1,-1,1,5,5,296,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7535,46,0,1,6,-1,0,0,1,5,5,38,5,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7536,31,0,1,4,0,0,0,1,5,5,170,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7537,37,0,1,4,0,1,0,1,5,5,422,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7538,53,0,2,6,-1,-1,-1,1,5,5,230,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7539,54,3,0,1,-1,1,0,1,5,5,141,9,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7540,31,7,2,4,0,0,0,1,5,5,76,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7541,41,2,1,6,0,1,0,1,5,5,691,10,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,1
7542,30,0,1,6,0,1,0,1,5,5,238,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7543,56,1,1,1,-1,0,0,1,5,5,1097,15,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,1
7544,33,7,2,4,0,1,0,1,5,5,111,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7545,33,0,1,4,0,0,1,1,5,5,84,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7546,34,0,1,6,0,0,0,1,5,5,371,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7547,34,0,1,6,0,1,0,1,5,5,103,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7548,39,1,1,2,0,0,0,1,5,5,206,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7549,43,1,1,3,-1,0,0,1,5,5,1500,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,1
7550,30,7,1,4,0,1,0,1,5,5,265,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7551,55,1,1,2,-1,0,0,1,5,5,567,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7552,28,1,1,3,0,0,0,1,5,5,254,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7553,59,9,1,-1,0,0,0,1,5,5,464,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7554,37,1,1,4,0,0,0,1,5,5,1236,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,1
7555,33,1,1,1,0,0,0,1,5,5,33,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7556,33,9,2,5,-1,1,0,1,5,5,613,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7557,25,1,2,4,0,0,0,1,5,5,1212,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7558,32,0,2,6,-1,0,0,1,5,5,96,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7559,48,6,1,4,-1,1,0,1,5,5,171,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7560,43,9,1,5,-1,1,0,1,5,5,53,5,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7561,38,1,2,3,-1,0,0,1,5,5,91,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7562,42,9,1,5,-1,1,0,1,5,5,185,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7563,43,9,0,5,0,1,0,1,5,5,201,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7564,41,9,2,6,-1,0,1,1,5,5,169,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7565,46,0,1,4,0,0,0,1,5,5,515,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7566,44,9,1,5,-1,1,0,1,5,5,388,7,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7567,35,1,1,2,0,1,0,1,5,5,178,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7568,53,3,0,1,0,1,0,1,5,5,422,9,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7569,29,7,1,4,0,0,0,1,5,5,76,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7570,29,9,1,5,0,0,0,1,5,5,886,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,1
7571,51,5,0,3,0,0,0,1,5,5,296,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7572,33,9,-1,5,-1,1,0,1,5,5,378,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7573,41,9,2,5,0,-1,-1,1,5,5,136,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7574,33,7,1,1,0,0,0,1,5,5,58,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7575,35,0,1,6,0,0,0,1,5,5,60,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7576,56,1,1,5,0,-1,-1,1,5,5,340,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7577,36,1,2,3,0,0,0,1,5,5,522,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7578,39,4,1,3,0,1,0,1,5,5,159,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7579,25,0,2,4,0,0,0,1,5,5,113,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7580,26,7,2,4,0,1,0,1,5,5,123,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7581,46,1,1,3,-1,0,0,1,5,5,306,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7582,40,0,1,5,0,0,1,1,5,5,148,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7583,32,9,1,5,0,1,0,1,5,5,322,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7584,59,5,2,4,0,0,0,1,5,5,475,4,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7585,38,0,0,4,0,1,0,1,5,5,224,5,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7586,30,1,1,2,0,0,0,1,5,5,88,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7587,48,2,1,-1,-1,0,0,1,5,5,509,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7588,49,1,0,4,0,0,0,1,5,5,152,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7589,47,-1,1,-1,-1,0,0,1,5,5,147,1,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7590,37,4,1,6,0,1,0,1,5,5,97,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7591,39,1,0,3,0,1,0,1,5,5,113,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7592,31,0,1,3,0,1,0,1,5,5,465,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7593,31,0,1,6,0,0,0,1,5,5,294,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7594,48,0,0,6,0,1,0,1,5,5,224,4,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7595,41,7,1,4,-1,1,0,1,5,5,58,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7596,29,7,1,-1,0,1,0,1,5,5,137,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7597,49,2,1,6,0,1,0,1,5,5,142,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7598,31,1,2,3,-1,0,0,1,5,5,312,7,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7599,48,0,1,5,-1,1,0,1,5,5,34,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7600,38,7,0,2,0,0,0,1,5,5,825,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7601,46,1,1,3,0,1,0,1,5,5,116,6,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7602,38,6,1,3,0,1,0,1,5,5,103,5,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7603,43,4,1,-1,0,0,0,1,5,5,38,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7604,53,0,1,3,-1,1,0,1,5,5,168,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7605,36,1,1,3,0,1,0,1,5,5,31,6,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7606,34,4,1,6,0,0,0,1,5,5,66,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7607,41,1,1,1,0,0,0,1,5,5,512,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7608,35,1,1,3,0,1,0,1,5,5,188,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7609,38,9,2,6,0,-1,-1,1,5,5,214,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7610,49,2,1,6,-1,1,1,1,5,5,65,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7611,37,0,1,4,0,0,0,1,5,5,80,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7612,49,1,1,2,0,1,0,1,5,5,1980,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,1
7613,36,7,1,4,-1,0,0,1,5,5,358,4,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7614,54,4,1,3,0,1,0,1,5,5,398,5,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7615,29,1,1,4,0,1,1,1,5,5,62,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7616,43,9,1,5,0,0,0,1,5,5,265,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7617,52,6,1,6,-1,0,0,1,5,5,618,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7618,31,4,2,5,0,1,0,1,5,5,256,6,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7619,48,9,2,-1,0,1,0,1,5,5,722,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,1
7620,39,1,1,3,0,0,0,1,5,5,199,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7621,38,7,1,4,0,0,0,1,5,5,510,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7622,37,0,2,6,0,1,0,1,5,5,355,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7623,47,9,1,3,0,0,0,1,5,5,150,5,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7624,39,1,1,1,0,1,0,1,5,5,159,4,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7625,29,4,2,6,0,0,0,1,5,5,170,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7626,34,3,0,2,0,0,0,1,5,5,243,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7627,52,6,2,6,-1,1,1,1,5,5,140,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7628,29,1,2,3,0,0,0,1,5,5,267,14,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7629,36,1,1,-1,-1,1,0,1,5,5,219,4,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7630,54,1,1,-1,-1,0,0,1,5,5,67,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7631,33,9,-1,5,-1,0,0,1,5,5,112,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7632,47,0,1,6,-1,0,0,1,5,5,216,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7633,59,1,0,1,0,0,0,1,5,5,167,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7634,38,9,0,5,0,1,1,1,5,5,78,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7635,45,1,1,3,-1,0,0,1,5,5,222,9,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7636,41,9,2,5,0,0,0,1,5,5,363,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7637,44,7,1,3,0,1,0,1,5,5,109,4,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7638,32,7,2,4,0,0,0,1,5,5,67,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7639,55,9,1,6,0,0,0,1,5,5,41,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7640,47,9,0,4,0,0,0,1,5,5,156,5,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7641,32,1,1,3,0,1,0,1,5,5,108,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7642,27,1,1,2,0,1,0,1,5,5,408,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7643,35,1,1,4,0,1,1,1,5,5,272,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7644,59,9,1,3,0,0,0,1,5,5,135,9,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7645,35,9,1,2,0,0,0,1,5,5,107,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7646,33,6,2,1,0,1,0,1,5,5,742,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7647,36,1,1,1,-1,1,0,1,5,5,166,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7648,37,1,1,3,-1,1,1,1,5,5,376,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7649,56,0,1,4,0,1,0,1,5,5,138,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7650,30,1,2,3,-1,0,0,1,5,5,16,18,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7651,42,7,1,4,0,0,0,1,5,5,984,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,1
7652,44,9,1,4,0,1,0,1,5,5,363,7,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7653,43,4,1,6,0,1,0,1,5,5,339,4,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7654,29,3,1,4,0,0,0,1,5,5,161,12,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7655,40,0,2,6,0,1,0,1,5,5,28,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7656,49,4,0,6,0,0,0,1,5,5,170,7,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7657,33,0,2,4,0,1,0,1,5,5,66,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7658,41,3,1,6,-1,0,0,1,5,5,199,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7659,27,7,2,4,0,1,0,1,5,5,274,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7660,45,7,0,4,0,0,0,1,5,5,136,8,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7661,34,3,2,6,0,0,0,1,5,5,62,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7662,35,9,2,6,0,0,0,1,5,5,58,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7663,45,-1,2,1,0,1,0,1,5,5,189,5,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7664,35,6,1,3,0,1,1,1,5,5,135,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7665,34,1,1,3,0,1,0,1,5,5,319,6,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7666,47,0,1,4,0,1,0,1,5,5,352,3,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7667,27,9,2,5,0,0,0,1,5,5,230,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
7668,22,1,2,2,-1,0,0,1,5,5,178,2,-999,0,-1,1.1,93.994,-36.4,4.864,5191.0,0
